code,codeDescription,addressCounty,addressState,patientAge,patientSex,count
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Rapides Parish,LA,65-84,Male,4
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Richland County,SC,65-84,Male,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Roanoke County,VA,45-64,Female,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Roanoke County,VA,65-84,Male,9
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Roanoke County,VA,85+,Male,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Rowan County,NC,45-64,Female,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Rowan County,NC,45-64,Male,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Rowan County,NC,65-84,Male,2
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spartanburg County,SC,19-44,Male,2
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spartanburg County,SC,45-64,Female,4
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spartanburg County,SC,45-64,Male,6
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spartanburg County,SC,65-84,Female,10
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spartanburg County,SC,65-84,Male,14
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spartanburg County,SC,85+,Female,2
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spotsylvania County,VA,14-18,Female,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Spotsylvania County,VA,65-84,Male,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Sumter County,SC,65-84,Male,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Tallapoosa County,AL,45-64,Male,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",Wythe County,VA,45-64,Female,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",York County,SC,19-44,Female,1
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",York County,SC,65-84,Male,2
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Colbert County,AL,65-84,Male,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Cumberland County,NC,65-84,Female,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Henrico County,VA,65-84,Male,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Henry County,VA,45-64,Male,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Jefferson County,AL,65-84,Female,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Madison County,AL,19-44,Female,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Madison County,AL,65-84,Male,5
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Montgomery County,VA,65-84,Female,2
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Orleans Parish,LA,45-64,Male,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Richland County,SC,65-84,Male,3
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Sedgwick County,KS,45-64,Male,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Spartanburg County,SC,45-64,Female,3
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Spartanburg County,SC,45-64,Male,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Spartanburg County,SC,65-84,Female,2
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Spartanburg County,SC,65-84,Male,3
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",St. Landry Parish,LA,65-84,Female,1
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",Washington County,VA,65-84,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Anderson County,SC,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Etowah County,AL,65-84,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Greenville County,SC,65-84,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Halifax County,VA,45-64,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Halifax County,VA,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Jefferson County,AL,45-64,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Jefferson County,AL,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Lancaster County,SC,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Montgomery County,VA,45-64,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Newport News City County,VA,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Okaloosa County,FL,65-84,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Roanoke County,VA,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Spartanburg County,SC,45-64,Female,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Spartanburg County,SC,65-84,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Spotsylvania County,VA,85+,Male,1
C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Talladega County,AL,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Aiken County,SC,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Alleghany County,VA,65-84,Male,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Augusta County,VA,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Augusta County,VA,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Buncombe County,NC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Caddo Parish,LA,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Charleston County,SC,45-64,Female,5
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Charleston County,SC,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Charleston County,SC,65-84,Female,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Charleston County,SC,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Clay County,FL,19-44,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Clay County,FL,45-64,Male,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Clay County,FL,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Clay County,FL,65-84,Male,6
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Colbert County,AL,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Etowah County,AL,45-64,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Etowah County,AL,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Etowah County,AL,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Florence County,SC,19-44,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenville County,SC,19-44,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenville County,SC,45-64,Female,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenville County,SC,45-64,Male,5
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenville County,SC,65-84,Female,10
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenville County,SC,65-84,Male,5
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenville County,SC,85+,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Greenwood County,SC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Halifax County,VA,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Hamilton County,OH,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Henderson County,NC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Henrico County,VA,45-64,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Henrico County,VA,65-84,Male,4
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Henrico County,VA,85+,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Horry County,SC,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Indian River County,FL,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Indian River County,FL,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Indian River County,FL,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Jefferson County,AL,19-44,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Jefferson County,AL,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lancaster County,SC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lee County,AL,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lee County,AL,45-64,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lee County,AL,65-84,Female,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lee County,AL,65-84,Male,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lee County,MS,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Lee County,MS,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Madison County,AL,65-84,Female,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Madison County,AL,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Madison County,AL,85+,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Montgomery County,VA,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Montgomery County,VA,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Muscogee County,GA,45-64,Male,4
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Natchitoches Parish,LA,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Newport News City County,VA,19-44,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Newport News City County,VA,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Newport News City County,VA,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Newport News City County,VA,65-84,Female,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Newport News City County,VA,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Okaloosa County,FL,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Okaloosa County,FL,45-64,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Okaloosa County,FL,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Okaloosa County,FL,65-84,Male,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Orangeburg County,SC,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Orangeburg County,SC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Ouachita Parish,LA,45-64,Female,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Palm Beach County,FL,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Pasquotank County,NC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Polk County,NC,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Pulaski County,VA,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Richland County,SC,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Roanoke County,VA,45-64,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Roanoke County,VA,65-84,Female,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Roanoke County,VA,65-84,Male,5
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Rowan County,NC,19-44,Male,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Rowan County,NC,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Rowan County,NC,45-64,Male,4
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Rowan County,NC,65-84,Male,8
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Sedgwick County,KS,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Spartanburg County,SC,45-64,Female,5
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Spartanburg County,SC,45-64,Male,8
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Spartanburg County,SC,65-84,Female,10
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Spartanburg County,SC,65-84,Male,11
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Stafford County,VA,65-84,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Sullivan County,TN,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Tallapoosa County,AL,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Tazewell County,VA,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Tazewell County,VA,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Tazewell County,VA,65-84,Male,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Washington County,VA,45-64,Male,3
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Washington County,VA,65-84,Female,2
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Washington County,VA,65-84,Male,4
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Washington County,VA,85+,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",Wythe County,VA,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",York County,SC,45-64,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",York County,SC,45-64,Male,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",York County,SC,65-84,Female,1
C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",York County,SC,65-84,Male,9
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Aiken County,SC,45-64,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Anderson County,SC,65-84,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Anderson County,SC,65-84,Male,3
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Augusta County,VA,19-44,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Augusta County,VA,65-84,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Buncombe County,NC,45-64,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Buncombe County,NC,65-84,Male,3
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Charleston County,SC,45-64,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Charleston County,SC,45-64,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Charleston County,SC,65-84,Female,3
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Charleston County,SC,65-84,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Clay County,FL,45-64,Male,3
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Clay County,FL,65-84,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Coffee County,AL,65-84,Male,2
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Cumberland County,NC,19-44,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Etowah County,AL,45-64,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Etowah County,AL,45-64,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Etowah County,AL,65-84,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Florence County,SC,45-64,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Giles County,VA,45-64,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Greenville County,SC,65-84,Female,2
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Halifax County,VA,65-84,Male,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Halifax County,VA,85+,Female,1
C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",Hall County,GA,65-84,Female,1
