entryDate,code,codeDescription,fips,addressCounty,count
2018-08-16,C18,Malignant neoplasm of colon,51177,Spotsylvania County,1
2018-08-16,C18.2,Malignant neoplasm of ascending colon,1081,Lee County,1
2018-08-16,C18.2,Malignant neoplasm of ascending colon,45045,Greenville County,1
2018-08-16,C18.7,Malignant neoplasm of sigmoid colon,1081,Lee County,2
2018-08-16,C18.7,Malignant neoplasm of sigmoid colon,51700,Newport News City County,1
2018-08-16,C25.0,Malignant neoplasm of head of pancreas,45045,Greenville County,1
2018-08-16,C25.0,Malignant neoplasm of head of pancreas,45083,Spartanburg County,1
2018-08-16,C25.9,"Malignant neoplasm of pancreas, unspecified",45083,Spartanburg County,1
2018-08-16,C25.9,"Malignant neoplasm of pancreas, unspecified",51161,Roanoke County,1
2018-08-16,C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",22071,Orleans Parish,1
2018-08-16,C34.80,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,45085,Sumter County,1
2018-08-16,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2018-08-16,C34.92,Malignant neoplasm of unspecified part of left bronchus or lung,51161,Roanoke County,1
2018-08-16,C43,Malignant melanoma of skin,1055,Etowah County,1
2018-08-16,C43,Malignant melanoma of skin,51121,Montgomery County,1
2018-08-16,C43.59,Malignant melanoma of other part of trunk,51121,Montgomery County,1
2018-08-16,C43.6,"Malignant melanoma of upper limb, including shoulder",1055,Etowah County,1
2018-08-16,C50,Malignant neoplasm of breast,1055,Etowah County,1
2018-08-16,C50,Malignant neoplasm of breast,51083,Halifax County,1
2018-08-16,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",45083,Spartanburg County,1
2018-08-16,C50.111,Malignant neoplasm of central portion of right female breast,12099,Palm Beach County,1
2018-08-16,C50.121,Malignant neoplasm of central portion of right male breast,1055,Etowah County,1
2018-08-16,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,51121,Montgomery County,2
2018-08-16,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,1081,Lee County,1
2018-08-16,C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,51121,Montgomery County,1
2018-08-16,C50.811,Malignant neoplasm of overlapping sites of right female breast,51191,Washington County,1
2018-08-16,C50.911,Malignant neoplasm of unspecified site of right female breast,45083,Spartanburg County,1
2018-08-16,C50.911,Malignant neoplasm of unspecified site of right female breast,45085,Sumter County,1
2018-08-16,C50.911,Malignant neoplasm of unspecified site of right female breast,51161,Roanoke County,1
2018-08-16,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,1
2018-08-16,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1073,Jefferson County,1
2018-08-16,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45085,Sumter County,1
2018-08-16,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51161,Roanoke County,1
2018-08-16,C54.1,Malignant neoplasm of endometrium,1031,Coffee County,1
2018-08-16,C54.1,Malignant neoplasm of endometrium,37051,Cumberland County,1
2018-08-16,C61,Malignant neoplasm of prostate,45083,Spartanburg County,2
2018-08-16,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",1089,Madison County,1
2018-08-16,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",51161,Roanoke County,1
2018-08-16,C67.9,"Malignant neoplasm of bladder, unspecified",1081,Lee County,1
2018-08-16,C73,Malignant neoplasm of thyroid gland,51177,Spotsylvania County,1
2018-08-16,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45003,Aiken County,1
2018-08-16,C91.0,Acute lymphoblastic leukemia [ALL],1015,Calhoun County,1
2018-08-16,C91.0,Acute lymphoblastic leukemia [ALL],21067,Fayette County,2
2018-08-16,C91.1,Chronic lymphocytic leukemia of B-cell type,45083,Spartanburg County,1
2018-08-16,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45045,Greenville County,2
2018-08-17,C18.2,Malignant neoplasm of ascending colon,1055,Etowah County,1
2018-08-17,C18.4,Malignant neoplasm of transverse colon,37159,Rowan County,1
2018-08-17,C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",45045,Greenville County,1
2018-08-17,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",48167,Galveston County,1
2018-08-17,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",12091,Okaloosa County,1
2018-08-17,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",45083,Spartanburg County,1
2018-08-17,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1113,Russell County,1
2018-08-17,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51005,Alleghany County,1
2018-08-17,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,51121,Montgomery County,1
2018-08-17,C43,Malignant melanoma of skin,45051,Horry County,1
2018-08-17,C43.62,"Malignant melanoma of left upper limb, including shoulder",1055,Etowah County,1
2018-08-17,C43.9,"Malignant melanoma of skin, unspecified",45083,Spartanburg County,1
2018-08-17,C43.9,"Malignant melanoma of skin, unspecified",45091,York County,1
2018-08-17,C50,Malignant neoplasm of breast,51121,Montgomery County,1
2018-08-17,C50.119,Malignant neoplasm of central portion of unspecified female breast,51185,Tazewell County,1
2018-08-17,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,1055,Etowah County,1
2018-08-17,C50.9,Malignant neoplasm of breast of unspecified site,51121,Montgomery County,1
2018-08-17,C50.912,Malignant neoplasm of unspecified site of left female breast,1055,Etowah County,1
2018-08-17,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,1
2018-08-17,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51015,Augusta County,2
2018-08-17,C54.1,Malignant neoplasm of endometrium,1055,Etowah County,1
2018-08-17,C54.1,Malignant neoplasm of endometrium,51185,Tazewell County,1
2018-08-17,C61,Malignant neoplasm of prostate,51161,Roanoke County,1
2018-08-17,C67.8,Malignant neoplasm of overlapping sites of bladder,45083,Spartanburg County,1
2018-08-17,C67.9,"Malignant neoplasm of bladder, unspecified",51087,Henrico County,1
2018-08-17,C91.0,Acute lymphoblastic leukemia [ALL],45019,Charleston County,1
2018-08-17,C91.0,Acute lymphoblastic leukemia [ALL],45045,Greenville County,1
2018-08-17,C91.11,Chronic lymphocytic leukemia of B-cell type in remission,45019,Charleston County,1
2018-08-17,C91.90,"Lymphoid leukemia, unspecified not having achieved remission",51191,Washington County,1
2018-08-17,C92.0,Acute myeloblastic leukemia,45045,Greenville County,1
2018-08-18,C18.2,Malignant neoplasm of ascending colon,45075,Orangeburg County,1
2018-08-18,C18.2,Malignant neoplasm of ascending colon,51177,Spotsylvania County,1
2018-08-18,C18.3,Malignant neoplasm of hepatic flexure,1073,Jefferson County,1
2018-08-18,C18.6,Malignant neoplasm of descending colon,45083,Spartanburg County,1
2018-08-18,C18.7,Malignant neoplasm of sigmoid colon,1073,Jefferson County,1
2018-08-18,C18.9,"Malignant neoplasm of colon, unspecified",1073,Jefferson County,1
2018-08-18,C25.0,Malignant neoplasm of head of pancreas,12099,Palm Beach County,1
2018-08-18,C43.30,Malignant melanoma of unspecified part of face,12019,Clay County,1
2018-08-18,C43.71,"Malignant melanoma of right lower limb, including hip",12091,Okaloosa County,1
2018-08-18,C50,Malignant neoplasm of breast,1055,Etowah County,1
2018-08-18,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",12091,Okaloosa County,1
2018-08-18,C50.119,Malignant neoplasm of central portion of unspecified female breast,13185,Lowndes County,1
2018-08-18,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,1073,Jefferson County,1
2018-08-18,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,1073,Jefferson County,1
2018-08-18,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,51191,Washington County,1
2018-08-18,C50.912,Malignant neoplasm of unspecified site of left female breast,51191,Washington County,1
2018-08-18,C54.1,Malignant neoplasm of endometrium,55079,Milwaukee County,2
2018-08-18,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",54039,Kanawha County,1
2018-08-18,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",51161,Roanoke County,1
2018-08-18,C67.0,Malignant neoplasm of trigone of bladder,54039,Kanawha County,1
2018-08-18,C67.1,Malignant neoplasm of dome of bladder,54039,Kanawha County,1
2018-08-18,C67.2,Malignant neoplasm of lateral wall of bladder,54039,Kanawha County,1
2018-08-18,C67.4,Malignant neoplasm of posterior wall of bladder,54039,Kanawha County,2
2018-08-18,C67.5,Malignant neoplasm of bladder neck,54039,Kanawha County,1
2018-08-18,C67.9,"Malignant neoplasm of bladder, unspecified",1081,Lee County,1
2018-08-18,C92.0,Acute myeloblastic leukemia,55079,Milwaukee County,1
2018-08-18,C93.1,Chronic myelomonocytic leukemia,1081,Lee County,1
2018-08-19,C18.9,"Malignant neoplasm of colon, unspecified",45083,Spartanburg County,1
2018-08-19,C25.0,Malignant neoplasm of head of pancreas,12099,Palm Beach County,1
2018-08-19,C25.2,Malignant neoplasm of tail of pancreas,45083,Spartanburg County,1
2018-08-19,C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",45083,Spartanburg County,1
2018-08-19,C34.80,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,45083,Spartanburg County,1
2018-08-19,C34.9,Malignant neoplasm of unspecified part of bronchus or lung,51700,Newport News City County,1
2018-08-19,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2018-08-19,C43.5,Malignant melanoma of trunk,45083,Spartanburg County,1
2018-08-19,C43.59,Malignant melanoma of other part of trunk,51121,Montgomery County,1
2018-08-19,C50.111,Malignant neoplasm of central portion of right female breast,51191,Washington County,2
2018-08-19,C50.112,Malignant neoplasm of central portion of left female breast,51191,Washington County,2
2018-08-19,C50.212,Malignant neoplasm of upper-inner quadrant of left female breast,51191,Washington County,1
2018-08-19,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,45003,Aiken County,1
2018-08-19,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,45083,Spartanburg County,1
2018-08-19,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,51191,Washington County,1
2018-08-19,C73,Malignant neoplasm of thyroid gland,45083,Spartanburg County,1
2018-08-20,C18,Malignant neoplasm of colon,12099,Palm Beach County,1
2018-08-20,C18,Malignant neoplasm of colon,51700,Newport News City County,2
2018-08-20,C18.7,Malignant neoplasm of sigmoid colon,45003,Aiken County,1
2018-08-20,C18.7,Malignant neoplasm of sigmoid colon,51191,Washington County,1
2018-08-20,C25.9,"Malignant neoplasm of pancreas, unspecified",45083,Spartanburg County,1
2018-08-20,C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",51161,Roanoke County,1
2018-08-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12091,Okaloosa County,1
2018-08-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2018-08-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45051,Horry County,1
2018-08-20,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,37021,Buncombe County,1
2018-08-20,C43.59,Malignant melanoma of other part of trunk,51590,Danville City County,1
2018-08-20,C50.012,"Malignant neoplasm of nipple and areola, left female breast",1031,Coffee County,1
2018-08-20,C50.012,"Malignant neoplasm of nipple and areola, left female breast",1073,Jefferson County,1
2018-08-20,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,45083,Spartanburg County,1
2018-08-20,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,45019,Charleston County,1
2018-08-20,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,1031,Coffee County,1
2018-08-20,C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,1031,Coffee County,1
2018-08-20,C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,37119,Mecklenburg County,1
2018-08-20,C61,Malignant neoplasm of prostate,37159,Rowan County,1
2018-08-20,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",51177,Spotsylvania County,1
2018-08-20,C67.9,"Malignant neoplasm of bladder, unspecified",45019,Charleston County,1
2018-08-20,C73,Malignant neoplasm of thyroid gland,45019,Charleston County,1
2018-08-20,C73,Malignant neoplasm of thyroid gland,45083,Spartanburg County,1
2018-08-20,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45083,Spartanburg County,1
2018-08-20,C91.0,Acute lymphoblastic leukemia [ALL],45045,Greenville County,1
2018-08-20,C91.1,Chronic lymphocytic leukemia of B-cell type,37159,Rowan County,1
2018-08-20,C91.1,Chronic lymphocytic leukemia of B-cell type,45083,Spartanburg County,1
2018-08-20,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45045,Greenville County,1
2018-08-20,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45083,Spartanburg County,1
2018-08-20,C91.Z0,Other lymphoid leukemia not having achieved remission,45085,Sumter County,1
2018-08-21,C18,Malignant neoplasm of colon,1089,Madison County,1
2018-08-21,C18.3,Malignant neoplasm of hepatic flexure,51015,Augusta County,1
2018-08-21,C18.4,Malignant neoplasm of transverse colon,45083,Spartanburg County,1
2018-08-21,C18.4,Malignant neoplasm of transverse colon,51015,Augusta County,1
2018-08-21,C18.7,Malignant neoplasm of sigmoid colon,1089,Madison County,1
2018-08-21,C18.9,"Malignant neoplasm of colon, unspecified",1089,Madison County,1
2018-08-21,C18.9,"Malignant neoplasm of colon, unspecified",51015,Augusta County,1
2018-08-21,C18.9,"Malignant neoplasm of colon, unspecified",51087,Henrico County,1
2018-08-21,C25.0,Malignant neoplasm of head of pancreas,45045,Greenville County,1
2018-08-21,C25.3,Malignant neoplasm of pancreatic duct,26081,Kent County,1
2018-08-21,C25.9,"Malignant neoplasm of pancreas, unspecified",1089,Madison County,1
2018-08-21,C25.9,"Malignant neoplasm of pancreas, unspecified",39035,Cuyahoga County,2
2018-08-21,C34,Malignant neoplasm of bronchus and lung,1089,Madison County,2
2018-08-21,C34,Malignant neoplasm of bronchus and lung,51191,Washington County,1
2018-08-21,C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",1089,Madison County,1
2018-08-21,C34.10,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",48167,Galveston County,1
2018-08-21,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",12091,Okaloosa County,1
2018-08-21,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51121,Montgomery County,1
2018-08-21,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",12091,Okaloosa County,1
